benchmark, unique_loop_id, loop_nest_level, dynOp_count, floatOp_count, branchOp_count, memOp_count, operands_count, implicit_instr_count, unique_pred_count, trip_count, loop_calls, reuse_count, use_count, def_count, store_count, load_count
403.gcc,403.gcc_2680,1,41,0,0.121951,0.536585,1.80488,0.146341,0.0243902,1,638,0,1.04878,0, 0.0243902, 0.365854, 0
403.gcc,403.gcc_2681,4,23,0,0.173913,0.391304,1.69565,0.173913,0.0869565,1,0,0,0.956522,0, 0, 0.304348, 0
403.gcc,403.gcc_2682,3,163,0,0.153374,0.558282,1.76687,0.116564,0.0122699,1,0,0,1.04908,0, 0.0858896, 0.325153, 0
403.gcc,403.gcc_2683,3,8,0,0.25,0.25,1.625,0.125,0.125,1,4,0,0.875,0, 0, 0.25, 0
403.gcc,403.gcc_2684,2,286,0,0.136364,0.56993,1.83217,0.101399,0.00699301,1,4,0,1.04196,0, 0.101399, 0.318182, 0
403.gcc,403.gcc_2685,3,0,0,0,0,0,0,0,1,0,0,0,0, 0, 0, 0
403.gcc,403.gcc_2686,3,8,0,0.25,0.25,1.625,0.125,0.125,54,3,0,0.875,0, 0, 0.25, 0
403.gcc,403.gcc_2687,2,44,0,0.204545,0.5,1.79545,0.0909091,0.0227273,1,3,0,1.02273,0, 0.136364, 0.272727, 0
403.gcc,403.gcc_2688,2,1,0,1,0,1,0,0,1,0,0,0,0, 0, 0, 0
403.gcc,403.gcc_2689,2,123,0,0.178862,0.373984,1.78049,0.121951,0.0406504,1,7,0,0.95122,0, 0.00813008, 0.276423, 0
403.gcc,403.gcc_2690,3,125,0,0.176,0.384,1.784,0.12,0.04,1,0,0,0.952,0, 0.008, 0.28, 0
403.gcc,403.gcc_2691,2,100,0,0.12,0.62,1.71,0.12,0.02,1,7,0,1.03,0, 0.06, 0.37, 0
403.gcc,403.gcc_2692,1,647,0,0.131376,0.598145,1.80989,0.109737,0.00772798,1,638,2,0.978362,0, 0.0401855, 0.357032, 0
403.gcc,403.gcc_2693,1,24,0,0.166667,0.5,1.79167,0.166667,0.0416667,1,0,0,1.04167,0, 0.0416667, 0.291667, 0
403.gcc,403.gcc_2694,2,21,0,0.190476,0.52381,2,0.0952381,0.047619,1,418,0,1,0, 0.047619, 0.285714, 0
403.gcc,403.gcc_2695,2,19,0,0.263158,0.526316,1.78947,0.0526316,0.105263,1,20,0,1,0, 0, 0.368421, 0
403.gcc,403.gcc_2696,2,237,0,0.118143,0.578059,1.83122,0.160338,0.0168776,1,0,0,1.02532,0, 0.00843882, 0.316456, 0
403.gcc,403.gcc_2697,2,89,0,0.157303,0.516854,1.73034,0.11236,0.0224719,1,0,0,0.977528,0, 0.0224719, 0.359551, 0
403.gcc,403.gcc_2698,2,21,0,0.0952381,0.666667,1.80952,0.190476,0.047619,1,0,0,1,0, 0, 0.333333, 0
403.gcc,403.gcc_2699,2,8,0,0.25,0.5,1.75,0,0.125,1,0,0,1,0, 0, 0.375, 0
403.gcc,403.gcc_2700,4,33,0,0.121212,0.515152,1.66667,0.0606061,0.0606061,1,0,0,1.21212,0, 0.0909091, 0.393939, 0
403.gcc,403.gcc_2701,3,15,0,0.333333,0.533333,1.6,0.0666667,0.0666667,1,0,0,0.866667,0, 0.133333, 0.266667, 0
403.gcc,403.gcc_2702,2,3,0,0.666667,0.333333,1.33333,0,0,1,0,0,0.333333,0, 0.333333, 0, 0
403.gcc,403.gcc_2703,2,8,0,0.25,0.5,1.75,0,0.125,1,0,0,1,0, 0, 0.375, 0
403.gcc,403.gcc_2704,4,33,0,0.121212,0.515152,1.66667,0.0606061,0.0606061,1,0,0,1.21212,0, 0.0909091, 0.393939, 0
403.gcc,403.gcc_2705,3,15,0,0.333333,0.533333,1.6,0.0666667,0.0666667,1,0,0,0.866667,0, 0.133333, 0.266667, 0
403.gcc,403.gcc_2706,2,3,0,0.666667,0.333333,1.33333,0,0,1,0,0,0.333333,0, 0.333333, 0, 0
403.gcc,403.gcc_2707,1,357,0,0.170868,0.596639,1.7563,0.070028,0.00840336,1,188,1,1.0056,0, 0.117647, 0.327731, 0
403.gcc,403.gcc_2708,1,3,0,0.333333,0.333333,1.33333,0,0,1,188,0,0.666667,0, 0, 0.333333, 0
403.gcc,403.gcc_2709,1,9,0,0.333333,0.222222,1.55556,0.111111,0.111111,1,188,0,0.777778,0, 0, 0.222222, 0
403.gcc,403.gcc_2710,1,196,0,0.147959,0.586735,1.79592,0.132653,0.0255102,1,188,0,0.964286,0, 0.0204082, 0.321429, 0
403.gcc,403.gcc_2711,1,41,0,0.121951,0.536585,1.80488,0.146341,0.0243902,1,492,0,1.04878,0, 0.0243902, 0.365854, 0
403.gcc,403.gcc_2712,3,16,0,0.1875,0.625,1.875,0,0.125,1,18,0,1,0, 0, 0.4375, 0
403.gcc,403.gcc_2713,2,109,0,0.137615,0.577982,1.77982,0.0825688,0.0183486,1,653,0,1.04587,0, 0.0550459, 0.376147, 0
403.gcc,403.gcc_2714,2,24,0,0.166667,0.5,1.75,0.166667,0.0416667,1,653,0,0.958333,0, 0.0416667, 0.291667, 0
403.gcc,403.gcc_2715,1,132,0,0.121212,0.575758,1.81061,0.0833333,0.0151515,1,492,0,1.09091,0, 0.030303, 0.416667, 0
403.gcc,403.gcc_2716,1,8,0,0.125,0.625,1.5,0.125,0,1,638,0,1,0, 0.125, 0.375, 0
403.gcc,403.gcc_2717,1,96,0,0.135417,0.65625,1.80208,0.0625,0.0104167,1,638,0,0.989583,0, 0.03125, 0.385417, 0
403.gcc,403.gcc_2718,2,8,0,0.125,0.625,1.5,0.125,0,1,653,0,1,0, 0.125, 0.375, 0
403.gcc,403.gcc_2719,2,8,0,0.125,0.625,1.5,0.125,0,1,653,0,1,0, 0.125, 0.375, 0
403.gcc,403.gcc_2720,1,14,0,0.142857,0.857143,1.64286,0,0,1,638,0,1.07143,0, 0.214286, 0.428571, 0
403.gcc,403.gcc_2721,1,160,0,0.125,0.575,1.81875,0.1375,0.01875,1,492,2,1.0375,0, 0.04375, 0.33125, 0
403.gcc,403.gcc_2722,1,279,0,0.121864,0.541219,1.81362,0.154122,0.00716846,1,492,0,0.985663,0, 0.0179211, 0.333333, 0
403.gcc,403.gcc_2723,3,0,0,0,0,0,0,0,1,0,0,0,0, 0, 0, 0
403.gcc,403.gcc_2724,2,116,0,0.0603448,0.603448,1.81897,0.103448,0.00862069,1,0,0,1.11207,0, 0.0862069, 0.344828, 0
403.gcc,403.gcc_2725,2,82,0,0.0487805,0.609756,1.92683,0.097561,0.0243902,1,0,0,1.18293,0, 0.0365854, 0.378049, 0
403.gcc,403.gcc_2726,1,27,0,0.259259,0.37037,1.74074,0.222222,0.037037,1,0,0,0.888889,0, 0.0740741, 0.148148, 0
403.gcc,403.gcc_2727,1,89,0,0.011236,0.58427,1.94382,0.202247,0.011236,1,0,0,1.13483,0, 0, 0.325843, 0
403.gcc,403.gcc_2728,1,184,0,0.0706522,0.570652,1.76087,0.195652,0.0217391,1,0,0,1.11957,0, 0.0434783, 0.288043, 0
403.gcc,403.gcc_2729,2,17,0,0.117647,0.411765,1.76471,0.235294,0.0588235,3,0,0,1,0, 0, 0.294118, 0
403.gcc,403.gcc_2730,3,53,0,0.150943,0.566038,1.86792,0.113208,0.0754717,1,0,0,1.18868,0, 0, 0.339623, 0
403.gcc,403.gcc_2731,2,262,0,0.0687023,0.629771,1.80534,0.145038,0.0152672,1,0,0,1.16031,0, 0.118321, 0.305344, 0
403.gcc,403.gcc_2732,1,77,0,0.155844,0.662338,1.83117,0.0519481,0.012987,1,0,0,0.909091,0, 0.0519481, 0.402597, 0
403.gcc,403.gcc_2733,2,22,0,0.181818,0.363636,1.68182,0.227273,0.0454545,3,653,0,0.954545,0, 0, 0.272727, 0
403.gcc,403.gcc_2734,1,6,0,0.333333,0.666667,1.5,0,0,1,492,0,0.833333,0, 0.166667, 0.333333, 0
403.gcc,403.gcc_2735,1,68,0,0.147059,0.573529,1.83824,0.0882353,0.0294118,1,25,0,1.04412,0, 0.0147059, 0.382353, 0
403.gcc,403.gcc_2736,2,44,0,0.0909091,0.681818,1.70455,0.136364,0.0454545,1,38,0,1.02273,0, 0.0454545, 0.409091, 0
403.gcc,403.gcc_2737,1,131,0,0.122137,0.580153,1.76336,0.183206,0.0229008,1,4,0,1,0, 0.0152672, 0.305344, 0
403.gcc,403.gcc_2738,1,9,0,0.333333,0.222222,1.55556,0.111111,0.111111,1,4,0,0.777778,0, 0, 0.222222, 0
403.gcc,403.gcc_2739,1,35,0,0.2,0.571429,1.91429,0.0285714,0.0571429,1,24,0,0.971429,0, 0.0285714, 0.342857, 0
403.gcc,403.gcc_2740,1,22,0,0.136364,0.5,1.63636,0.181818,0.0454545,1,35,0,1.04545,0, 0.0454545, 0.318182, 0
403.gcc,403.gcc_2741,1,17,0,0.176471,0.588235,1.94118,0.0588235,0.0588235,1,28,0,1,0, 0, 0.352941, 0
403.gcc,403.gcc_2742,1,124,0,0.169355,0.491935,1.77419,0.145161,0.016129,1,28,0,0.991935,0, 0.00806452, 0.306452, 0
403.gcc,403.gcc_2743,1,49,0,0.102041,0.673469,1.85714,0.102041,0.0408163,1,292,0,1.04082,0, 0, 0.408163, 0
403.gcc,403.gcc_2744,1,124,0,0.225806,0.556452,1.76613,0.0645161,0.0241935,1,653,0,0.951613,0, 0.104839, 0.346774, 0
403.gcc,403.gcc_2745,2,47,0,0.0851064,0.723404,1.68085,0.12766,0.0212766,1,0,0,1.10638,0, 0.0212766, 0.425532, 0
403.gcc,403.gcc_2746,4,32,0,0.09375,0.65625,1.5625,0.09375,0.03125,1,277,0,1.1875,0, 0.0625, 0.40625, 0
403.gcc,403.gcc_2747,3,145,0,0.0965517,0.668966,1.73103,0.0758621,0.0137931,1,556,0,1.11724,0, 0.062069, 0.427586, 0
403.gcc,403.gcc_2748,2,33,0,0.181818,0.666667,1.69697,0.0606061,0.030303,1,813,0,1.0303,0, 0.121212, 0.363636, 0
403.gcc,403.gcc_2749,2,32,0,0.09375,0.65625,1.5625,0.09375,0.03125,1,160,0,1.1875,0, 0.0625, 0.40625, 0
403.gcc,403.gcc_2750,1,11,0,0.363636,0.454545,1.63636,0,0,1,653,0,0.454545,0, 0.272727, 0.181818, 0
403.gcc,403.gcc_2751,2,35,0,0.114286,0.628571,1.57143,0.0571429,0.0285714,1,774,0,1.25714,0, 0.114286, 0.428571, 0
403.gcc,403.gcc_2752,1,67,0,0.119403,0.671642,1.68657,0.119403,0.0298507,1,653,0,1.08955,0, 0.104478, 0.358209, 0
403.gcc,403.gcc_2753,1,19,0,0.157895,0.473684,1.57895,0.210526,0.0526316,1,653,0,1.05263,0, 0.105263, 0.263158, 0
403.gcc,403.gcc_2754,1,14,0,0.214286,0.357143,1.64286,0.214286,0.0714286,1,653,0,0.928571,0, 0.0714286, 0.214286, 0
403.gcc,403.gcc_2755,1,90,0,0.0777778,0.6,1.85556,0.188889,0.0222222,1,0,0,1.01111,0, 0.0111111, 0.3, 0
403.gcc,403.gcc_2756,2,33,0,0.0909091,0.666667,1.78788,0.151515,0.030303,1,16,0,1,0, 0.030303, 0.333333, 0
403.gcc,403.gcc_2757,1,62,0,0.145161,0.580645,1.80645,0.16129,0.0322581,1,653,0,0.967742,0, 0.016129, 0.322581, 0
403.gcc,403.gcc_2758,2,65,0,0.153846,0.753846,1.83077,0.0153846,0.0307692,1,18,0,1.09231,0, 0.0461538, 0.492308, 0
403.gcc,403.gcc_2759,1,51,0,0.137255,0.666667,1.82353,0.0588235,0.0392157,1,653,0,1.05882,0, 0.0588235, 0.411765, 0
403.gcc,403.gcc_2760,1,381,0,0.12336,0.611549,1.7874,0.110236,0.00524934,1,653,0,1.00525,0, 0.0183727, 0.388451, 0
403.gcc,403.gcc_2761,1,169,0,0.153846,0.573964,1.78107,0.118343,0.0236686,1,214,0,1.05917,0, 0.0473373, 0.349112, 0
403.gcc,403.gcc_2762,2,22,0,0.0909091,0.681818,1.81818,0.136364,0.0454545,1,214,0,1.31818,0, 0, 0.5, 0
403.gcc,403.gcc_2763,1,38,0,0.157895,0.605263,1.73684,0.157895,0.0263158,1,631,0,1.15789,0, 0.0263158, 0.421053, 0
403.gcc,403.gcc_2764,1,16,0,0.1875,0.625,1.875,0.0625,0.0625,1,305,0,1,0, 0, 0.375, 0
403.gcc,403.gcc_2765,1,104,0,0.125,0.538462,1.85577,0.144231,0.0288462,1,52,0,1.10577,0, 0.00961538, 0.375, 0
403.gcc,403.gcc_2766,1,197,0,0.111675,0.543147,1.81726,0.147208,0.0152284,1,52,0,1.07614,0, 0.00507614, 0.370558, 0
403.gcc,403.gcc_2767,1,104,0,0.125,0.538462,1.85577,0.144231,0.0288462,1,24,0,1.10577,0, 0.00961538, 0.375, 0
403.gcc,403.gcc_2768,1,15,0,0.2,0.6,1.93333,0.0666667,0.0666667,1,104,0,1,0, 0, 0.333333, 0
403.gcc,403.gcc_2769,1,52,0,0.153846,0.5,1.73077,0.153846,0.0384615,1,556,0,1,0, 0.0384615, 0.288462, 0
403.gcc,403.gcc_2770,1,20,0,0.2,0.3,1.75,0.15,0.05,1,6,0,0.95,0, 0, 0.3, 0
403.gcc,403.gcc_2771,2,18,0,0.0555556,0.666667,1.66667,0.166667,0,1,106,0,1.22222,0, 0.0555556, 0.388889, 0
403.gcc,403.gcc_2772,1,33,0,0.181818,0.515152,1.51515,0.181818,0.030303,1,1164,0,1.06061,0, 0.0606061, 0.333333, 0
403.gcc,403.gcc_2773,1,13,0,0.230769,0.384615,1.69231,0.153846,0.0769231,1,5,0,0.923077,0, 0.0769231, 0.230769, 0
403.gcc,403.gcc_2774,1,79,0,0.113924,0.607595,1.93671,0.113924,0.0253165,1,0,0,1.06329,0, 0.0126582, 0.341772, 0
403.gcc,403.gcc_2775,1,71,0,0.183099,0.535211,1.8169,0.084507,0.028169,1,2,0,1.01408,0, 0.056338, 0.338028, 0
403.gcc,403.gcc_2776,1,35,0,0.142857,0.514286,1.77143,0.171429,0.0571429,1,60,0,0.971429,0, 0, 0.314286, 0
403.gcc,403.gcc_2777,2,28,0,0.0714286,0.642857,1.75,0.214286,0.0357143,1,0,0,1.14286,0, 0, 0.357143, 0
403.gcc,403.gcc_2778,1,101,0,0.128713,0.584158,1.79208,0.217822,0.019802,1,0,0,1.08911,0, 0.00990099, 0.346535, 0
403.gcc,403.gcc_2779,1,291,0,0.140893,0.532646,1.83162,0.134021,0.00687285,1,0,0,1.06529,0, 0.0412371, 0.32646, 0
403.gcc,403.gcc_2780,1,25,0,0.16,0.6,1.72,0.16,0.04,1,18,0,0.96,0, 0.08, 0.28, 0
403.gcc,403.gcc_2781,1,8,0,0.25,0.5,1.875,0,0.125,1,238,0,1,0, 0, 0.375, 0
403.gcc,403.gcc_2782,1,95,0,0.0842105,0.684211,1.74737,0.157895,0.0315789,1,279,0,0.989474,0, 0, 0.378947, 0
403.gcc,403.gcc_2783,2,18,0,0.0555556,0.722222,1.72222,0.166667,0,1,1705,0,1.27778,0, 0, 0.5, 0
403.gcc,403.gcc_2784,1,34,0,0.205882,0.529412,1.52941,0.176471,0.0294118,1,13426,0,1.05882,0, 0.0294118, 0.382353, 0
403.gcc,403.gcc_2785,3,154,0,0.175325,0.487013,1.77273,0.12987,0.012987,1,8176,0,1.02597,0, 0.0454545, 0.324675, 0
403.gcc,403.gcc_2786,2,25,0,0.24,0.48,1.64,0.08,0.04,1,13336,0,0.96,0, 0.04, 0.36, 0
403.gcc,403.gcc_2787,1,6,0,0.333333,0.666667,1.5,0,0,1,10580,0,0.833333,0, 0.166667, 0.333333, 0
403.gcc,403.gcc_2788,1,0,0,0,0,0,0,0,1,0,0,0,0, 0, 0, 0
403.gcc,403.gcc_2789,1,8,0,0.25,0.5,1.875,0,0.125,1,154,0,1,0, 0, 0.375, 0
403.gcc,403.gcc_2790,1,23,0,0.130435,0.608696,1.73913,0.0869565,0.0434783,1,0,0,1.17391,0, 0.130435, 0.391304, 0
403.gcc,403.gcc_2791,2,16,0,0.1875,0.4375,1.75,0.125,0.125,1,2263,0,0.9375,0, 0, 0.3125, 0
403.gcc,403.gcc_2792,2,20,0,0.2,0.3,1.75,0.15,0.05,1,1180,0,0.95,0, 0, 0.3, 0
403.gcc,403.gcc_2793,1,99,0,0.151515,0.464646,1.73737,0.171717,0.030303,1,1083,0,1.0202,0, 0.020202, 0.313131, 0
403.gcc,403.gcc_2794,1,16,0,0.25,0.375,1.8125,0.125,0.125,1,0,0,0.875,0, 0, 0.25, 0
403.gcc,403.gcc_2795,1,155,0,0.154839,0.541935,1.78065,0.148387,0.0129032,1,0,0,1.0129,0, 0.0387097, 0.316129, 0
403.gcc,403.gcc_2796,1,96,0,0.135417,0.510417,1.77083,0.1875,0.0208333,1,0,0,1,0, 0.0104167, 0.291667, 0
403.gcc,403.gcc_2797,1,14,0,0.142857,0.571429,1.78571,0.0714286,0.0714286,1,0,0,1,0, 0, 0.428571, 0
403.gcc,403.gcc_2798,2,15,0,0.0666667,0.666667,1.66667,0.2,0,1,0,0,1.13333,0, 0, 0.4, 0
403.gcc,403.gcc_2799,1,41,0,0.170732,0.536585,1.53659,0.195122,0.0243902,1,3,0,1.02439,0, 0.0243902, 0.341463, 0
403.gcc,403.gcc_2800,1,49,0,0.102041,0.612245,1.89796,0.163265,0.0408163,1,0,0,1.02041,0, 0.0408163, 0.285714, 0
403.gcc,403.gcc_2801,2,16,0,0.0625,0.6875,1.6875,0.1875,0,1,2606,0,1.1875,0, 0, 0.4375, 0
403.gcc,403.gcc_2802,1,51,0,0.156863,0.54902,1.58824,0.196078,0.0392157,1,54601,0,1.05882,0, 0.0196078, 0.352941, 0
403.gcc,403.gcc_2803,1,188,0,0.159574,0.452128,1.71809,0.117021,0.0319149,1,14874,0,1.03191,0, 0.0212766, 0.319149, 0
403.gcc,403.gcc_2804,1,20,0,0.2,0.3,1.75,0.15,0.05,1,19980,0,0.95,0, 0, 0.3, 0
403.gcc,403.gcc_2805,1,13,0,0.153846,0.615385,1.76923,0.0769231,0.0769231,1,432,0,1.07692,0, 0, 0.384615, 0
403.gcc,403.gcc_2806,1,1802,0,0.106548,0.54717,1.55438,0.0710322,0,1,0,0,1.26027,0, 0.13596, 0.36626, 0
403.gcc,403.gcc_2807,2,6,0,0.333333,0.333333,1.66667,0,0.333333,1,0,0,0.833333,0, 0, 0.333333, 0
403.gcc,403.gcc_2808,1,12,0,0.333333,0.333333,1.91667,0,0.166667,1,0,0,0.916667,0, 0.0833333, 0.25, 0
403.gcc,403.gcc_2809,1,9,0,0.111111,0.666667,1.44444,0.111111,0,1,0,0,1,0, 0, 0.444444, 0
403.gcc,403.gcc_2810,1,9,0,0.111111,0.666667,1.44444,0.111111,0,1,0,0,1,0, 0, 0.444444, 0
403.gcc,403.gcc_2811,2,12,0,0.25,0.5,1.58333,0.0833333,0.0833333,1,0,0,0.916667,0, 0.166667, 0.25, 0
403.gcc,403.gcc_2812,1,24,0,0.25,0.708333,1.66667,0.0416667,0,1,0,0,0.958333,0, 0.25, 0.333333, 0
403.gcc,403.gcc_2813,2,11,0,0.272727,0.363636,1.54545,0.0909091,0.0909091,1,0,0,0.909091,0, 0.0909091, 0.272727, 0
403.gcc,403.gcc_2814,1,17,0,0.294118,0.529412,1.76471,0.0588235,0,1,0,0,0.941176,0, 0.176471, 0.294118, 0
403.gcc,403.gcc_2815,1,46,0,0.130435,0.586957,1.63043,0.0652174,0.0434783,1,0,0,1.13043,0, 0.0869565, 0.413043, 0
403.gcc,403.gcc_2816,1,46,0,0.130435,0.586957,1.63043,0.0652174,0.0434783,1,0,0,1.13043,0, 0.0869565, 0.413043, 0
403.gcc,403.gcc_2817,1,16,0,0.0625,0.625,1.6875,0.0625,0,1,0,0,1.0625,0, 0, 0.5, 0
403.gcc,403.gcc_2818,1,97,0,0.185567,0.587629,1.80412,0.0309278,0.0206186,1,5,0,1.15464,0, 0.0721649, 0.453608, 0
403.gcc,403.gcc_2819,1,104,0,0.115385,0.653846,1.84615,0,0.0288462,1,0,0,1.31731,0, 0.115385, 0.538462, 0
403.gcc,403.gcc_2820,1,32,0,0.125,0.65625,1.84375,0,0.0625,1,0,0,1.40625,0, 0.0625, 0.59375, 0
403.gcc,403.gcc_2821,1,115,0,0.191304,0.556522,1.77391,0.0608696,0.0173913,1,5,0,1.09565,0, 0.0608696, 0.426087, 0
403.gcc,403.gcc_2822,1,15,0,0.133333,0.6,1.86667,0.133333,0.0666667,1,0,0,1.06667,0, 0, 0.333333, 0
403.gcc,403.gcc_2823,1,53,0,0.132075,0.566038,1.86792,0.132075,0.0377358,1,0,0,1.03774,0, 0.0566038, 0.320755, 0
403.gcc,403.gcc_2824,2,20,0,0.1,0.6,1.8,0.2,0.05,1,0,0,1,0, 0, 0.3, 0
403.gcc,403.gcc_2825,1,143,0,0.153846,0.573427,1.81818,0.132867,0.013986,1,0,0,1,0, 0.0699301, 0.293706, 0
403.gcc,403.gcc_2826,1,11,0,0.272727,0.272727,1.90909,0.0909091,0.0909091,1,0,0,0.909091,0, 0, 0.272727, 0
403.gcc,403.gcc_2827,1,24,0,0.125,0.666667,1.79167,0,0.0416667,1,0,0,1.375,0, 0.0833333, 0.583333, 0
403.gcc,403.gcc_2828,1,53,0,0.169811,0.584906,1.81132,0.0566038,0.0377358,1,0,0,1.15094,0, 0.0566038, 0.415094, 0
403.gcc,403.gcc_2829,1,44,0,0.181818,0.568182,1.77273,0.0454545,0.0454545,1,0,0,1.15909,0, 0.0681818, 0.431818, 0
403.gcc,403.gcc_2830,1,9,0,0.111111,0.666667,1.66667,0.111111,0,1,0,0,1,0, 0.111111, 0.333333, 0
403.gcc,403.gcc_2831,1,182,0,0.142857,0.549451,1.84066,0.137363,0.0164835,1,0,0,1.03846,0, 0.0384615, 0.313187, 0
403.gcc,403.gcc_2832,1,29,0,0.206897,0.482759,1.82759,0.103448,0.103448,1,0,0,0.965517,0, 0.0344828, 0.310345, 0
403.gcc,403.gcc_2833,1,34,0,0.176471,0.5,1.97059,0.117647,0.0588235,1,0,0,0.941176,0, 0.0882353, 0.235294, 0
403.gcc,403.gcc_2834,1,41,0,0.121951,0.658537,1.80488,0.0243902,0.0243902,1,0,0,1.31707,0, 0.097561, 0.487805, 0
403.gcc,403.gcc_2835,1,43,0,0.162791,0.581395,1.90698,0.116279,0.0465116,1,3958,0,1,0, 0.0232558, 0.325581, 0
403.gcc,403.gcc_2836,1,39,0,0.153846,0.641026,1.84615,0.0512821,0.025641,1,0,0,1.17949,0, 0.0769231, 0.410256, 0
403.gcc,403.gcc_2837,1,30,0,0.166667,0.633333,1.8,0.0333333,0.0333333,1,0,0,1.2,0, 0.1, 0.433333, 0
403.gcc,403.gcc_2838,1,70,0,0.142857,0.628571,1.84286,0.1,0.0285714,1,2052,0,1.07143,0, 0.0571429, 0.357143, 0
403.gcc,403.gcc_2839,1,13,0,0.153846,0.461538,1.53846,0.307692,0.0769231,1,0,0,1,0, 0, 0.307692, 0
403.gcc,403.gcc_2840,1,26,0,0.115385,0.384615,1.65385,0.307692,0.0769231,1,0,0,1.03846,0, 0, 0.307692, 0
403.gcc,403.gcc_2841,2,53,0,0.169811,0.45283,1.69811,0.150943,0.0566038,1,0,0,1.11321,0, 0.0754717, 0.358491, 0
403.gcc,403.gcc_2842,1,8,0,0.25,0.375,1.375,0.25,0,1,0,0,0.875,0, 0.125, 0.25, 0
403.gcc,403.gcc_2843,1,26,0,0.115385,0.384615,1.69231,0.307692,0.0769231,1,0,0,1.07692,0, 0, 0.307692, 0
403.gcc,403.gcc_2844,2,31,0,0.193548,0.516129,1.83871,0.0645161,0.0645161,1,0,0,1.22581,0, 0.129032, 0.387097, 0
403.gcc,403.gcc_2845,1,8,0,0.25,0.375,1.375,0.25,0,1,0,0,0.875,0, 0.125, 0.25, 0
403.gcc,403.gcc_2846,1,22,0,0.272727,0.454545,1.68182,0.0909091,0.0454545,1,1078,0,0.909091,0, 0.0454545, 0.272727, 0
403.gcc,403.gcc_2847,1,17,0,0.0588235,0.705882,1.70588,0.235294,0,1,1,0,0.941176,0, 0.235294, 0.235294, 0
403.gcc,403.gcc_2848,1,5,0,0.2,0.6,1.6,0.2,0,1,1,0,0.8,0, 0.2, 0.2, 0
403.gcc,403.gcc_2849,1,5,0,0.2,0.6,1.6,0.2,0,1,1,0,0.8,0, 0.2, 0.2, 0
403.gcc,403.gcc_2850,3,11,0,0.0909091,0.636364,1.63636,0.272727,0,1,3481,0,1.09091,0, 0.0909091, 0.272727, 0
403.gcc,403.gcc_2851,2,3,0,0.666667,0.333333,1.33333,0,0,1,59,0,0.333333,0, 0.333333, 0, 0
403.gcc,403.gcc_2852,1,3,0,0.666667,0.333333,1.33333,0,0,1,1,0,0.333333,0, 0.333333, 0, 0
403.gcc,403.gcc_2853,3,11,0,0.0909091,0.636364,1.63636,0.272727,0,1,3481,0,1.09091,0, 0.0909091, 0.272727, 0
403.gcc,403.gcc_2854,2,3,0,0.666667,0.333333,1.33333,0,0,1,59,0,0.333333,0, 0.333333, 0, 0
403.gcc,403.gcc_2855,1,3,0,0.666667,0.333333,1.33333,0,0,1,1,0,0.333333,0, 0.333333, 0, 0
403.gcc,403.gcc_2856,3,11,0,0.0909091,0.636364,1.63636,0.272727,0,1,3481,0,1.09091,0, 0.0909091, 0.272727, 0
403.gcc,403.gcc_2857,2,3,0,0.666667,0.333333,1.33333,0,0,1,59,0,0.333333,0, 0.333333, 0, 0
403.gcc,403.gcc_2858,1,3,0,0.666667,0.333333,1.33333,0,0,1,1,0,0.333333,0, 0.333333, 0, 0
403.gcc,403.gcc_2859,3,11,0,0.0909091,0.636364,1.63636,0.272727,0,1,3481,0,1.09091,0, 0.0909091, 0.272727, 0
403.gcc,403.gcc_2860,2,3,0,0.666667,0.333333,1.33333,0,0,1,59,0,0.333333,0, 0.333333, 0, 0
403.gcc,403.gcc_2861,1,3,0,0.666667,0.333333,1.33333,0,0,1,1,0,0.333333,0, 0.333333, 0, 0
403.gcc,403.gcc_2862,2,0,0,0,0,0,0,0,1,139,0,0,0, 0, 0, 0
403.gcc,403.gcc_2863,2,12,0,0.0833333,0.666667,1.5,0.166667,0,1,139,0,1.08333,0, 0.166667, 0.333333, 0
403.gcc,403.gcc_2864,1,63,0,0.047619,0.650794,1.63492,0.126984,0.015873,1,42,0,1.19048,0.015873, 0.222222, 0.301587, 0
403.gcc,403.gcc_2865,1,15,0,0.0666667,0.8,1.93333,0.133333,0,1,49,0,1.06667,0, 0.133333, 0.266667, 0
403.gcc,403.gcc_2866,1,19,0,0.157895,0.631579,1.94737,0.105263,0.0526316,1,0,0,0.947368,0, 0, 0.315789, 0
403.gcc,403.gcc_2867,1,10,0,0.2,0.6,1.8,0,0.1,1,0,0,1,0, 0, 0.4, 0
403.gcc,403.gcc_2868,1,28,0,0.0357143,0.821429,1.89286,0.142857,0,1,80,1,1.17857,0, 0.107143, 0.321429, 0
403.gcc,403.gcc_2869,1,5,0,0.2,0.8,1.6,0,0,1,2502,0,1,0, 0.2, 0.4, 0
403.gcc,403.gcc_2870,2,25,0,0.04,0.64,1.4,0.24,0,1,0,0,1.2,0, 0.12, 0.36, 0
403.gcc,403.gcc_2871,2,11,0,0.0909091,0.545455,1.63636,0.0909091,0.0909091,1,0,0,1.18182,0, 0, 0.454545, 0
403.gcc,403.gcc_2872,1,35,0,0.142857,0.628571,1.62857,0.114286,0.0285714,1,0,0,1.05714,0, 0.114286, 0.371429, 0
403.gcc,403.gcc_2873,1,58,0,0.103448,0.551724,1.86207,0.206897,0.0172414,1,989,0,0.965517,0, 0.0344828, 0.241379, 0
403.gcc,403.gcc_2874,1,45,0,0.0888889,0.6,1.71111,0.2,0.0444444,1,80,0,0.977778,0, 0, 0.355556, 0
